departure_time,departure_point
24/07/2016 14:30,TUN
24/07/2016 14:40,LYS
24/07/2016 14:50,DJE
24/07/2016 14:50,GVA
24/07/2016 14:55,ORY
24/07/2016 15:00,NTE
24/07/2016 15:05,MXP
24/07/2016 15:05,NDR
24/07/2016 15:10,TOE
24/07/2016 15:25,OUD
24/07/2016 15:55,TUN
24/07/2016 16:00,DJE
24/07/2016 16:00,LYS
24/07/2016 16:00,TUN
24/07/2016 16:05,ALG
24/07/2016 16:05,ORY
24/07/2016 16:05,TLS
24/07/2016 16:10,GVA
24/07/2016 16:15,TUN
24/07/2016 16:30,TUN
24/07/2016 16:35,NCE
24/07/2016 16:40,OUD
24/07/2016 16:45,CDG
24/07/2016 16:50,VIE
24/07/2016 17:05,CDG
24/07/2016 17:25,MAD
24/07/2016 17:45,TUN
24/07/2016 17:50,ORY
24/07/2016 18:20,TUN
24/07/2016 18:40,MRS
24/07/2016 19:20,AMS
24/07/2016 19:20,BRU
24/07/2016 19:25,MRS
24/07/2016 19:30,DJE
24/07/2016 19:35,CMN
24/07/2016 20:10,IST
24/07/2016 22:00,TUN
24/07/2016 22:00,TUN
24/07/2016 22:25,OUD
24/07/2016 22:40,ABJ
25/07/2016 03:25,DJE
25/07/2016 05:00,MIR
25/07/2016 05:35,DJE
25/07/2016 06:00,ORY
25/07/2016 06:00,TUN
25/07/2016 06:05,DJE
25/07/2016 06:15,TUN
25/07/2016 06:20,NDR
25/07/2016 06:25,TUN
25/07/2016 06:25,TUN
25/07/2016 06:30,DJE
25/07/2016 06:50,NDR
25/07/2016 06:50,TUN
25/07/2016 06:55,TUN
25/07/2016 06:55,TUN
25/07/2016 07:00,TUN
25/07/2016 07:15,TUN
25/07/2016 07:20,TUN
25/07/2016 07:30,TUN
25/07/2016 07:30,TUN
25/07/2016 07:45,DJE
25/07/2016 07:50,LYS
25/07/2016 07:50,TUN
25/07/2016 08:00,TUN
25/07/2016 08:00,TUN
25/07/2016 08:00,TUN
25/07/2016 08:05,TUN
25/07/2016 08:10,TUN
25/07/2016 08:20,OUD
25/07/2016 08:50,MRS
25/07/2016 08:50,TUN
25/07/2016 09:15,CDG
25/07/2016 09:20,TUN
25/07/2016 09:40,FRA
25/07/2016 09:50,ALG
25/07/2016 09:50,ORY
25/07/2016 10:00,DUS
25/07/2016 10:00,SXB
25/07/2016 10:00,TUN
25/07/2016 10:10,BRU
25/07/2016 10:10,MUC
25/07/2016 10:15,NCE
25/07/2016 10:15,ORY
25/07/2016 10:20,FCO
25/07/2016 10:20,FRA
25/07/2016 10:35,CMN
25/07/2016 10:35,MXP
25/07/2016 10:40,BCN
25/07/2016 10:40,LYS
25/07/2016 10:45,NAP
25/07/2016 10:50,DJE
25/07/2016 11:00,AMS
25/07/2016 11:00,BRU
25/07/2016 11:00,GVA
25/07/2016 11:00,MIR
25/07/2016 11:25,TUN
25/07/2016 11:30,VCE
25/07/2016 11:55,ORY
25/07/2016 12:00,MIR
25/07/2016 12:15,SFA
25/07/2016 12:30,TUN
25/07/2016 12:30,TUN
25/07/2016 12:40,ORY
25/07/2016 13:10,TUN
25/07/2016 13:20,TUN
25/07/2016 13:25,TUN
25/07/2016 13:30,DJE
25/07/2016 13:30,TUN
25/07/2016 13:30,TUN
25/07/2016 13:40,DJE
25/07/2016 13:40,MRS
25/07/2016 13:45,TUN
25/07/2016 13:50,MRS
25/07/2016 14:00,DJE
25/07/2016 14:15,TUN
25/07/2016 14:20,ORY
25/07/2016 14:30,NCE
25/07/2016 14:30,TUN
25/07/2016 14:30,TUN
25/07/2016 14:30,TUN
25/07/2016 14:35,TUN
25/07/2016 14:35,TUN
25/07/2016 15:00,AHU
25/07/2016 15:00,DJE
25/07/2016 15:05,MXP
25/07/2016 15:25,OUD
25/07/2016 15:25,TNG
25/07/2016 15:35,TUN
25/07/2016 16:00,ORN
25/07/2016 16:00,TUN
25/07/2016 16:05,ALG
25/07/2016 16:05,LGW
25/07/2016 16:05,TLS
25/07/2016 16:15,CDG
25/07/2016 16:15,TUN
25/07/2016 16:20,CDG
25/07/2016 16:30,TUN
25/07/2016 16:40,NCE
25/07/2016 16:50,FCO
25/07/2016 16:50,LYS
25/07/2016 17:10,ORY
25/07/2016 17:25,MAD
25/07/2016 17:45,TUN
25/07/2016 17:50,ORY
25/07/2016 18:00,DJE
25/07/2016 18:20,LIS
25/07/2016 18:20,TUN
25/07/2016 18:35,CAI
25/07/2016 18:40,MRS
25/07/2016 18:50,CDG
25/07/2016 19:00,TUN
25/07/2016 19:05,BRU
25/07/2016 19:20,AMS
25/07/2016 19:20,BRU
25/07/2016 19:30,DJE
25/07/2016 20:00,TUN
25/07/2016 20:10,IST
25/07/2016 21:00,TUN
25/07/2016 22:00,TUN
25/07/2016 22:00,TUN
25/07/2016 22:00,TUN
25/07/2016 22:00,TUN
25/07/2016 22:10,TUN
25/07/2016 23:25,IST
26/07/2016 04:30,DJE
26/07/2016 05:55,TUN
26/07/2016 06:00,MIR
26/07/2016 06:00,ORY
26/07/2016 06:00,TUN
26/07/2016 06:05,DJE
26/07/2016 06:10,TUN
26/07/2016 06:15,TUN
26/07/2016 06:25,TUN
26/07/2016 06:35,NDR
26/07/2016 06:45,OUD
26/07/2016 06:50,TUN
26/07/2016 07:00,MIR
26/07/2016 07:00,NDR
26/07/2016 07:00,TUN
26/07/2016 07:00,TUN
26/07/2016 07:05,TUN
26/07/2016 07:10,TUN
26/07/2016 07:20,DJE
26/07/2016 07:30,TUN
26/07/2016 07:45,DJE
26/07/2016 07:50,TUN
26/07/2016 07:55,TUN
26/07/2016 08:05,TUN
26/07/2016 08:15,TUN
26/07/2016 08:25,NCE
26/07/2016 08:50,MRS
26/07/2016 08:55,TUN
26/07/2016 09:00,TUN
26/07/2016 09:00,TUN
26/07/2016 09:10,ZRH
26/07/2016 09:15,BEG
26/07/2016 09:20,TUN
26/07/2016 09:40,AMS
26/07/2016 09:50,ORY
26/07/2016 10:15,NCE
26/07/2016 10:15,ORY
26/07/2016 10:20,FCO
26/07/2016 10:30,DUS
26/07/2016 10:30,PRG
26/07/2016 10:35,CMN
26/07/2016 10:35,PRG
26/07/2016 10:40,BCN
26/07/2016 10:50,BRU
26/07/2016 10:50,DJE
26/07/2016 10:55,CAI
26/07/2016 10:55,MIR
26/07/2016 11:00,AMS
26/07/2016 11:00,BRU
26/07/2016 11:05,BRU
26/07/2016 11:20,VIE
26/07/2016 12:10,TUN
26/07/2016 12:25,FRA
26/07/2016 12:25,TUN
26/07/2016 12:25,TUN
26/07/2016 12:40,ORY
26/07/2016 12:50,TUN
26/07/2016 13:15,ARN
26/07/2016 13:20,TUN
26/07/2016 13:20,TUN
26/07/2016 13:20,TUN
26/07/2016 13:25,TUN
26/07/2016 13:45,MIR
26/07/2016 13:45,TUN
26/07/2016 13:55,DJE
26/07/2016 13:55,TUN
26/07/2016 13:55,TUN
26/07/2016 14:15,TUN
26/07/2016 14:25,TUN
26/07/2016 14:30,AHU
26/07/2016 14:30,NDR
26/07/2016 14:35,BRU
26/07/2016 15:05,MXP
26/07/2016 15:05,NDR
26/07/2016 15:15,TUN
26/07/2016 15:20,TUN
26/07/2016 15:45,ORY
26/07/2016 15:55,TUN
26/07/2016 16:00,LYS
26/07/2016 16:00,TUN
26/07/2016 16:05,ALG
26/07/2016 16:05,TLS
26/07/2016 16:10,GVA
26/07/2016 16:25,BOD
26/07/2016 16:35,MRS
26/07/2016 16:40,NCE
26/07/2016 16:50,FCO
26/07/2016 16:55,LHR
26/07/2016 17:05,BRQ
26/07/2016 17:45,TUN
26/07/2016 17:45,TUN
26/07/2016 17:50,ORY
26/07/2016 18:10,TUN
26/07/2016 18:20,TUN
26/07/2016 18:30,FRA
26/07/2016 18:30,OSR
26/07/2016 18:50,BRU
26/07/2016 19:20,AMS
26/07/2016 19:25,DJE
26/07/2016 19:30,DJE
26/07/2016 19:35,CMN
26/07/2016 19:35,IST
26/07/2016 20:25,OUA
26/07/2016 20:55,BKO
26/07/2016 21:00,MIR
26/07/2016 22:00,DJE
26/07/2016 22:00,TUN
26/07/2016 22:00,TUN
26/07/2016 22:40,ABJ
26/07/2016 23:25,DKR
27/07/2016 05:00,MIR
27/07/2016 05:40,TUN
27/07/2016 06:00,ORY
27/07/2016 06:05,DJE
27/07/2016 06:10,NDR
27/07/2016 06:15,TUN
27/07/2016 06:25,TUN
27/07/2016 06:25,TUN
27/07/2016 06:25,TUN
27/07/2016 06:50,NDR
27/07/2016 06:50,TUN
27/07/2016 06:50,TUN
27/07/2016 06:55,TUN
27/07/2016 07:00,DJE
27/07/2016 07:00,TUN
27/07/2016 07:05,TUN
27/07/2016 07:05,TUN
27/07/2016 07:30,TUN
27/07/2016 07:50,TUN
27/07/2016 07:55,TUN
27/07/2016 08:00,DJE
27/07/2016 08:00,TUN
27/07/2016 08:00,TUN
27/07/2016 08:05,TUN
27/07/2016 08:20,TUN
27/07/2016 08:50,MRS
27/07/2016 08:50,OUD
27/07/2016 09:20,TUN
27/07/2016 09:30,TUN
27/07/2016 09:35,TLS
27/07/2016 09:40,BEY
27/07/2016 09:50,ORY
27/07/2016 09:55,MUC
27/07/2016 10:00,BRU
27/07/2016 10:00,DUS
27/07/2016 10:00,LGW
27/07/2016 10:00,LJU
27/07/2016 10:05,CDG
27/07/2016 10:10,MIR
27/07/2016 10:10,NCE
27/07/2016 10:15,ORY
27/07/2016 10:20,FCO
27/07/2016 10:30,FRA
27/07/2016 10:35,CMN
27/07/2016 10:35,MXP
27/07/2016 10:40,BCN
27/07/2016 10:40,LYS
27/07/2016 11:00,AMS
27/07/2016 11:00,BRU
27/07/2016 11:10,GVA
27/07/2016 11:25,TUN
27/07/2016 11:30,MLA
27/07/2016 11:35,MRS
27/07/2016 12:25,TUN
27/07/2016 12:30,TUN
27/07/2016 12:40,ORY
27/07/2016 13:00,LJU
27/07/2016 13:00,TUN
27/07/2016 13:05,DJE
27/07/2016 13:20,SFA
27/07/2016 13:25,DJE
27/07/2016 13:35,TUN
27/07/2016 13:45,DJE
27/07/2016 13:45,TUN
27/07/2016 13:50,MRS
27/07/2016 14:00,AHU
27/07/2016 14:15,TUN
27/07/2016 14:15,TUN
27/07/2016 14:20,TUN
27/07/2016 14:30,TUN
27/07/2016 14:30,TUN
27/07/2016 14:45,OUD
27/07/2016 15:05,MXP
27/07/2016 15:05,NDR
27/07/2016 15:10,TUN
27/07/2016 15:45,ORY
27/07/2016 15:55,TUN
27/07/2016 16:00,DJE
27/07/2016 16:05,ALG
27/07/2016 16:15,MIR
27/07/2016 16:15,TUN
27/07/2016 16:30,TUN
27/07/2016 16:40,CDG
27/07/2016 16:40,NCE
27/07/2016 16:50,SXB
27/07/2016 17:00,GVA
27/07/2016 17:00,ORY
27/07/2016 17:25,MAD
27/07/2016 17:45,TUN
27/07/2016 17:50,ORY
27/07/2016 18:05,LIS
27/07/2016 18:10,BRU
27/07/2016 18:20,TUN
27/07/2016 18:35,BRU
27/07/2016 18:40,MRS
27/07/2016 19:20,AMS
27/07/2016 19:30,DJE
27/07/2016 19:35,IST
27/07/2016 19:50,CGN
27/07/2016 20:50,TUN
27/07/2016 21:00,MIR
27/07/2016 22:00,TUN
27/07/2016 22:00,TUN
27/07/2016 22:00,TUN
27/07/2016 22:40,ABJ
27/07/2016 23:15,NDR
28/07/2016 01:30,NIM
28/07/2016 01:40,SVO
28/07/2016 02:10,YUL
28/07/2016 03:35,MIR
28/07/2016 04:10,TUN
28/07/2016 05:30,TUN
28/07/2016 05:45,TUN
28/07/2016 06:00,ORY
28/07/2016 06:05,DJE
28/07/2016 06:10,DJE
28/07/2016 06:15,TUN
28/07/2016 06:25,TUN
28/07/2016 06:45,SFA
28/07/2016 06:45,TUN
28/07/2016 06:50,TUN
28/07/2016 07:00,MIR
28/07/2016 07:00,TUN
28/07/2016 07:00,TUN
28/07/2016 07:05,TUN
28/07/2016 07:20,SXF
28/07/2016 07:30,TUN
28/07/2016 07:30,TUN
28/07/2016 07:45,DJE
28/07/2016 07:50,TUN
28/07/2016 08:00,TUN
28/07/2016 08:00,TUN
28/07/2016 08:05,TUN
28/07/2016 08:05,TUN
28/07/2016 08:20,OUD
28/07/2016 08:45,CDG
28/07/2016 08:50,MRS
28/07/2016 08:50,NCE
28/07/2016 08:50,TUN
28/07/2016 09:20,TUN
28/07/2016 09:50,ALG
28/07/2016 09:50,LYS
28/07/2016 09:50,ORY
28/07/2016 10:10,NCE
28/07/2016 10:15,IST
28/07/2016 10:15,ORY
28/07/2016 10:20,FCO
28/07/2016 10:35,CMN
28/07/2016 10:35,LGW
28/07/2016 10:35,MXP
28/07/2016 10:40,BCN
28/07/2016 10:45,ORN
28/07/2016 10:55,CAI
28/07/2016 11:00,BRU
28/07/2016 11:00,MIR
28/07/2016 11:25,TUN
28/07/2016 11:35,DJE
28/07/2016 11:45,DJE
28/07/2016 11:55,ORY
28/07/2016 12:00,MIR
28/07/2016 12:15,DJE
28/07/2016 12:25,FRA
28/07/2016 12:25,TUN
28/07/2016 12:30,TUN
28/07/2016 12:40,ORY
28/07/2016 13:10,TUN
28/07/2016 13:10,TUN
28/07/2016 13:20,TUN
28/07/2016 13:20,TUN
28/07/2016 13:30,DJE
28/07/2016 13:45,TUN
28/07/2016 13:45,TUN
28/07/2016 13:50,MRS
28/07/2016 13:55,TUN
28/07/2016 14:00,TUN
28/07/2016 14:15,TUN
28/07/2016 14:15,TUN
28/07/2016 14:20,ORY
28/07/2016 14:30,NCE
28/07/2016 14:30,TUN
28/07/2016 14:35,MRS
28/07/2016 14:40,LYS
28/07/2016 14:45,AHU
28/07/2016 14:50,TUN
28/07/2016 15:05,MXP
28/07/2016 15:15,TUN
28/07/2016 15:15,TUN
28/07/2016 15:25,OUD
28/07/2016 15:45,ORY
28/07/2016 15:45,VCE
28/07/2016 15:55,GVA
28/07/2016 15:55,TUN
28/07/2016 16:00,DJE
28/07/2016 16:00,LYS
28/07/2016 16:00,TUN
28/07/2016 16:05,ALG
28/07/2016 16:05,NDR
28/07/2016 16:15,TUN
28/07/2016 16:30,NTE
28/07/2016 16:35,NCE
28/07/2016 16:50,FCO
28/07/2016 16:50,VIE
28/07/2016 17:05,CDG
28/07/2016 17:10,ORY
28/07/2016 17:15,MIR
28/07/2016 17:30,TUN
28/07/2016 17:45,TUN
28/07/2016 17:50,ORY
28/07/2016 18:20,TUN
28/07/2016 18:35,AYT
28/07/2016 18:40,MRS
28/07/2016 18:40,MRS
28/07/2016 18:45,TUN
28/07/2016 18:55,TUN
28/07/2016 19:00,TUN
28/07/2016 19:05,TOE
28/07/2016 19:20,BRU
28/07/2016 19:30,DJE
28/07/2016 19:35,CMN
28/07/2016 19:35,IST
28/07/2016 19:40,AMS
28/07/2016 19:50,MRS
28/07/2016 20:00,TUN
28/07/2016 20:00,TUN
28/07/2016 20:25,OUA
28/07/2016 20:55,BKO
28/07/2016 21:00,DJE
28/07/2016 22:00,MIR
28/07/2016 22:00,TUN
28/07/2016 22:00,TUN
28/07/2016 22:25,MIR
28/07/2016 22:40,ABJ
29/07/2016 00:30,JED
29/07/2016 00:30,NKC
29/07/2016 00:50,EBL
29/07/2016 02:35,TUN
29/07/2016 03:30,OUD
29/07/2016 04:00,MIR
29/07/2016 04:10,DJE
29/07/2016 04:19,NKC
29/07/2016 04:45,NDR
29/07/2016 05:10,DJE
29/07/2016 05:50,TUN
29/07/2016 06:00,MIR
29/07/2016 06:00,ORY
29/07/2016 06:00,TUN
29/07/2016 06:05,DJE
29/07/2016 06:25,TUN
29/07/2016 06:25,TUN
29/07/2016 06:30,DJE
29/07/2016 06:30,TUN
29/07/2016 06:30,TUN
29/07/2016 06:50,TUN
29/07/2016 06:50,TUN
29/07/2016 07:00,NDR
29/07/2016 07:00,TUN
29/07/2016 07:10,BUD
29/07/2016 07:15,TUN
29/07/2016 07:30,TUN
29/07/2016 07:40,MUC
29/07/2016 07:45,DJE
29/07/2016 07:50,TUN
29/07/2016 08:00,TUN
29/07/2016 08:00,TUN
29/07/2016 08:00,TUN
29/07/2016 08:05,TUN
29/07/2016 08:20,OUD
29/07/2016 08:25,NCE
29/07/2016 08:50,MRS
29/07/2016 09:10,SXF
29/07/2016 09:20,DUS
29/07/2016 09:20,TUN
29/07/2016 09:30,AMS
29/07/2016 09:35,TLS
29/07/2016 09:45,TUN
29/07/2016 09:50,ORY
29/07/2016 10:00,DUS
29/07/2016 10:00,FRA
29/07/2016 10:10,BOD
29/07/2016 10:15,HAM
29/07/2016 10:15,ORY
29/07/2016 10:20,FCO
29/07/2016 10:20,NCE
29/07/2016 10:25,MIR
29/07/2016 10:35,CMN
29/07/2016 10:35,DUS
29/07/2016 10:35,MXP
29/07/2016 10:40,BCN
29/07/2016 10:40,LYS
29/07/2016 11:00,BRU
29/07/2016 11:00,BRU
29/07/2016 11:00,DJE
29/07/2016 11:00,MIR
29/07/2016 11:25,TUN
29/07/2016 11:45,NAP
29/07/2016 11:55,ORY
29/07/2016 11:55,SXF
29/07/2016 12:30,TUN
29/07/2016 12:30,TUN
29/07/2016 12:40,ORY
29/07/2016 12:50,TUN
29/07/2016 12:55,PSA
29/07/2016 13:00,TUN
29/07/2016 13:05,DJE
29/07/2016 13:05,TUN
29/07/2016 13:15,TUN
29/07/2016 13:20,TUN
29/07/2016 13:25,TUN
29/07/2016 13:30,DJE
29/07/2016 13:30,TUN
29/07/2016 13:35,TUN
29/07/2016 13:45,NDR
29/07/2016 13:45,TUN
29/07/2016 13:50,MRS
29/07/2016 13:55,TUN
29/07/2016 14:15,TUN
29/07/2016 14:15,TUN
29/07/2016 14:20,ORY
29/07/2016 14:25,TUN
29/07/2016 14:30,DJE
29/07/2016 14:30,TUN
29/07/2016 15:05,MIR
29/07/2016 15:05,MXP
29/07/2016 15:05,NDR
29/07/2016 15:25,OUD
29/07/2016 15:30,MLA
29/07/2016 15:45,VCE
29/07/2016 15:55,TUN
29/07/2016 16:00,DJE
29/07/2016 16:00,LYS
29/07/2016 16:00,TUN
29/07/2016 16:05,ALG
29/07/2016 16:10,GVA
29/07/2016 16:15,TUN
29/07/2016 16:20,ORY
29/07/2016 16:25,MUC
29/07/2016 16:35,NCE
29/07/2016 16:50,FCO
29/07/2016 16:50,SXB
29/07/2016 16:55,LHR
29/07/2016 17:00,FRA
29/07/2016 17:10,ORY
29/07/2016 17:15,CPH
29/07/2016 17:40,FRA
29/07/2016 17:45,TUN
29/07/2016 17:50,ORY
29/07/2016 18:00,SXB
29/07/2016 18:20,TUN
29/07/2016 18:30,BEG
29/07/2016 18:40,MRS
29/07/2016 19:00,ARN
29/07/2016 19:20,AMS
29/07/2016 19:20,BRU
29/07/2016 19:30,DJE
29/07/2016 19:35,CMN
29/07/2016 19:35,IST
29/07/2016 20:05,TUN
29/07/2016 21:00,DJE
29/07/2016 22:30,DJE
29/07/2016 23:00,TUN
30/07/2016 02:50,TUN
30/07/2016 03:40,TUN
30/07/2016 04:35,DJE
30/07/2016 05:00,DJE
30/07/2016 05:05,NBE
30/07/2016 05:10,DJE
30/07/2016 05:15,TUN
30/07/2016 05:30,MIR
30/07/2016 05:32,TUN
30/07/2016 05:55,MIR
30/07/2016 06:00,NDR
30/07/2016 06:00,ORY
30/07/2016 06:00,TUN
30/07/2016 06:05,DJE
30/07/2016 06:10,MIR
30/07/2016 06:10,TUN
30/07/2016 06:15,DJE
30/07/2016 06:25,TUN
30/07/2016 06:30,NDR
30/07/2016 06:40,NBE
30/07/2016 06:40,TUN
30/07/2016 06:45,OUD
30/07/2016 06:50,NBE
30/07/2016 06:50,TUN
30/07/2016 07:00,TUN
30/07/2016 07:05,TUN
30/07/2016 07:30,TUN
30/07/2016 07:30,TUN
30/07/2016 07:45,DJE
30/07/2016 07:50,TUN
30/07/2016 07:55,TUN
30/07/2016 08:00,TUN
30/07/2016 08:00,TUN
30/07/2016 08:10,TUN
30/07/2016 08:20,LYS
30/07/2016 08:25,MUC
30/07/2016 08:25,NCE
30/07/2016 08:40,VIE
30/07/2016 08:50,MRS
30/07/2016 09:10,ZRH
30/07/2016 09:15,TUN
30/07/2016 09:25,GVA
30/07/2016 09:45,BRU
30/07/2016 09:50,ALG
30/07/2016 09:50,ORY
30/07/2016 10:10,AMS
30/07/2016 10:10,BRU
30/07/2016 10:10,NCE
30/07/2016 10:15,ORY
30/07/2016 10:20,CDG
30/07/2016 10:20,FCO
30/07/2016 10:25,HAM
30/07/2016 10:30,DUS
30/07/2016 10:30,FRA
30/07/2016 10:35,CMN
30/07/2016 10:35,MXP
30/07/2016 10:40,LYS
30/07/2016 10:50,TUN
30/07/2016 11:00,AMS
30/07/2016 11:00,BRU
30/07/2016 11:00,GVA
30/07/2016 11:05,MIR
30/07/2016 11:15,MIR
30/07/2016 11:25,NBE
30/07/2016 11:25,TUN
30/07/2016 12:05,TUN
30/07/2016 12:35,DJE
30/07/2016 12:50,TUN
30/07/2016 13:20,MIR
30/07/2016 13:20,TUN
30/07/2016 13:20,TUN
30/07/2016 13:25,DJE
30/07/2016 13:30,TUN
30/07/2016 13:45,TUN
30/07/2016 13:50,MRS
30/07/2016 14:00,GVA
30/07/2016 14:00,NBE
30/07/2016 14:05,NDR
30/07/2016 14:05,NDR
30/07/2016 14:10,NBE
30/07/2016 14:15,TUN
30/07/2016 14:15,TUN
30/07/2016 14:30,TUN
30/07/2016 14:35,ORY
30/07/2016 14:35,TUN
30/07/2016 14:40,TUN
30/07/2016 14:50,DJE
30/07/2016 14:50,TLS
30/07/2016 14:55,ORY
30/07/2016 15:00,TUN
30/07/2016 15:05,NDR
30/07/2016 15:10,SXF
30/07/2016 15:55,TUN
30/07/2016 15:55,ZRH
30/07/2016 16:00,DJE
30/07/2016 16:00,LYS
30/07/2016 16:00,ORN
30/07/2016 16:05,ALG
30/07/2016 16:05,MXP
30/07/2016 16:35,NCE
30/07/2016 16:40,RAK
30/07/2016 16:55,LHR
30/07/2016 16:55,ORY
30/07/2016 17:00,MIR
30/07/2016 17:45,FRA
30/07/2016 17:45,TUN
30/07/2016 17:50,ORY
30/07/2016 18:10,MIR
30/07/2016 18:20,FRA
30/07/2016 18:20,LIS
30/07/2016 18:20,ORY
30/07/2016 18:20,TUN
30/07/2016 18:25,CAI
30/07/2016 18:45,NBE
30/07/2016 19:15,DJE
30/07/2016 19:20,AMS
30/07/2016 19:30,DJE
30/07/2016 19:35,IST
30/07/2016 19:35,MRS
30/07/2016 19:45,NIM
30/07/2016 20:00,TLS
30/07/2016 20:00,TUN
30/07/2016 20:15,YUL
30/07/2016 21:00,NBE
30/07/2016 21:55,DJE
30/07/2016 22:10,MIR
30/07/2016 22:40,ABJ
30/07/2016 23:25,IST
30/07/2016 23:30,OUD
31/07/2016 01:40,SVO
31/07/2016 03:20,TUN
31/07/2016 05:00,DJE
31/07/2016 05:05,DJE
31/07/2016 05:05,MIR
31/07/2016 05:15,DJE
31/07/2016 05:20,DJE
31/07/2016 06:00,ORY
31/07/2016 06:00,TUN
31/07/2016 06:15,DJE
31/07/2016 06:25,DJE
31/07/2016 06:25,TUN
31/07/2016 06:50,TUN
31/07/2016 06:55,TUN
31/07/2016 07:00,NBE
31/07/2016 07:00,NDR
31/07/2016 07:00,TUN
31/07/2016 07:00,TUN
31/07/2016 07:05,TUN
31/07/2016 07:15,TUN
31/07/2016 07:30,TUN
31/07/2016 07:30,TUN
31/07/2016 07:30,TUN
31/07/2016 07:45,DJE
31/07/2016 07:50,OUD
31/07/2016 07:50,TUN
31/07/2016 07:55,TUN
31/07/2016 08:00,TUN
31/07/2016 08:00,TUN
31/07/2016 08:05,LYS
31/07/2016 08:05,TUN
31/07/2016 08:20,OUD
31/07/2016 08:25,ORY
31/07/2016 08:30,LYS
31/07/2016 08:30,TUN
31/07/2016 08:40,NTE
31/07/2016 08:50,MRS
31/07/2016 08:50,NTE
31/07/2016 08:55,NCE
31/07/2016 09:20,TUN
31/07/2016 09:30,TUN
31/07/2016 09:50,ALG
31/07/2016 10:10,BOD
31/07/2016 10:10,NTE
31/07/2016 10:15,NCE
31/07/2016 10:15,OPO
31/07/2016 10:15,ORY
31/07/2016 10:20,FCO
31/07/2016 10:20,FRA
31/07/2016 10:35,CMN
31/07/2016 10:35,LYS
31/07/2016 10:35,MXP
31/07/2016 10:40,BCN
31/07/2016 10:40,LYS
31/07/2016 10:50,TUN
31/07/2016 11:00,BLQ
31/07/2016 11:00,BRU
31/07/2016 11:00,BRU
31/07/2016 11:10,CDG
31/07/2016 11:25,TUN
31/07/2016 11:30,DJE
31/07/2016 11:30,DJE
31/07/2016 11:30,ORY
31/07/2016 11:35,BEY
31/07/2016 11:40,DJE
31/07/2016 11:50,MIR
31/07/2016 11:55,ORY
31/07/2016 12:05,LIS
31/07/2016 12:25,DJE
31/07/2016 12:30,DJE
31/07/2016 12:30,MLA
31/07/2016 12:30,TUN
31/07/2016 12:40,ORY
31/07/2016 12:50,TUN
31/07/2016 13:15,TUN
31/07/2016 13:20,TUN
31/07/2016 13:25,SFA
31/07/2016 13:25,TUN
31/07/2016 13:25,TUN
31/07/2016 13:30,TUN
31/07/2016 13:45,TUN
31/07/2016 13:45,TUN
31/07/2016 13:50,MRS
31/07/2016 14:15,TUN
31/07/2016 14:15,TUN
31/07/2016 14:25,TUN
31/07/2016 14:30,TUN
31/07/2016 14:30,TUN
31/07/2016 14:40,LYS
31/07/2016 14:50,GVA
31/07/2016 14:55,ORY
31/07/2016 15:05,MXP
31/07/2016 15:05,NDR
31/07/2016 15:10,CDG
31/07/2016 15:10,TOE
31/07/2016 15:15,MRS
31/07/2016 15:25,OUD
31/07/2016 15:45,DJE
31/07/2016 15:50,VCE
31/07/2016 15:55,TUN
31/07/2016 16:00,DJE
31/07/2016 16:00,TUN
31/07/2016 16:05,ALG
31/07/2016 16:05,ORY
31/07/2016 16:05,TLS
31/07/2016 16:10,GVA
31/07/2016 16:15,TUN
31/07/2016 16:30,MIR
31/07/2016 16:30,TUN
31/07/2016 16:35,NCE
31/07/2016 16:40,OUD
31/07/2016 16:50,FCO
31/07/2016 16:50,VIE
31/07/2016 16:55,LHR
31/07/2016 17:25,MAD
31/07/2016 17:40,CDG
31/07/2016 17:45,TUN
31/07/2016 17:50,ORY
31/07/2016 18:15,DJE
31/07/2016 18:20,TUN
31/07/2016 18:40,MRS
31/07/2016 18:45,TUN
31/07/2016 19:20,AMS
31/07/2016 19:20,BRU
31/07/2016 19:20,CDG
31/07/2016 19:25,MRS
31/07/2016 19:30,DJE
31/07/2016 19:35,CMN
31/07/2016 20:10,IST
31/07/2016 21:25,PSA
31/07/2016 22:25,OUD
31/07/2016 22:40,ABJ
31/07/2016 23:05,DJE
01/08/2016 00:30,NKC
01/08/2016 00:55,OUA
01/08/2016 03:30,DJE
01/08/2016 05:00,MIR
01/08/2016 05:35,DJE
01/08/2016 06:00,ORY
01/08/2016 06:00,TUN
01/08/2016 06:05,DJE
01/08/2016 06:20,NDR
01/08/2016 06:25,TUN
01/08/2016 06:25,TUN
01/08/2016 06:30,DJE
01/08/2016 06:40,TUN
01/08/2016 06:50,NDR
01/08/2016 06:50,TUN
01/08/2016 06:55,TUN
01/08/2016 06:55,TUN
01/08/2016 07:00,TUN
01/08/2016 07:15,TUN
01/08/2016 07:30,TUN
01/08/2016 07:30,TUN
01/08/2016 07:45,DJE
01/08/2016 07:50,LYS
01/08/2016 07:50,TUN
01/08/2016 08:00,TUN
01/08/2016 08:00,TUN
01/08/2016 08:00,TUN
01/08/2016 08:05,TUN
01/08/2016 08:10,TUN
01/08/2016 08:20,OUD
01/08/2016 08:50,MRS
01/08/2016 08:50,TUN
01/08/2016 08:55,TUN
01/08/2016 09:40,FRA
01/08/2016 09:50,ALG
01/08/2016 09:50,CDG
